skaluno,skservico,skcalendario,quantidade,valorpago,skaluno,alunoid,alunonome,alunoemail,alunocelular,datanascimento,bairro,municipio,estado,logradouro,skservico,servicoid,servicotipo,servicovalor,skcalendario,calendariodata,calendariodia,calendariomes,calendarioano,calendariotrimestre,calendarionomemes,calendarionomediasemana,calendariodiaano,calendariotipodia
f98ee1dc-22c5-4fb1-a67b-587452e0f5fd,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,2ba8348e-63e4-4526-a163-f94d2a09420e,1,1500,f98ee1dc-22c5-4fb1-a67b-587452e0f5fd,166,Fernanda Lima,fernanda.lima@example.com,21981231124,2005-08-15,Flamengo,Rio de Janeiro,RJ,Rua Senador Vergueiro,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,2ba8348e-63e4-4526-a163-f94d2a09420e,2025-09-07,7,9,2025,3,September,Sunday   ,250,Fim de Semana
a273f9cc-9c1f-4253-b2d0-a56a1fca782a,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,ec05ddbe-22a6-423c-aeaa-42e7c7e7d32d,1,1500,a273f9cc-9c1f-4253-b2d0-a56a1fca782a,167,Gustavo Gomes,gustavo.gomes@example.com,21981231125,2004-11-28,Botafogo,Rio de Janeiro,RJ,Rua Barão de Itambi,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,ec05ddbe-22a6-423c-aeaa-42e7c7e7d32d,2025-09-08,8,9,2025,3,September,Monday   ,251,Dia de Semana
ac9f421c-10d7-40ee-9df6-63040ae019e1,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,aee9042b-7923-4f9c-a4fe-f23ea4fdfcb9,1,1500,ac9f421c-10d7-40ee-9df6-63040ae019e1,169,Rodrigo Barros,rodrigo.barros@example.com,21981231127,2006-06-05,Botafogo,Rio de Janeiro,RJ,Rua Muniz Barreto,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,aee9042b-7923-4f9c-a4fe-f23ea4fdfcb9,2025-09-09,9,9,2025,3,September,Tuesday  ,252,Dia de Semana
c08c6eb9-311e-4f9a-9111-2deaa6c2da87,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,3125609b-d03b-45f2-ad08-b3024137f311,1,1500,c08c6eb9-311e-4f9a-9111-2deaa6c2da87,172,Bianca Castro,bianca.castro@example.com,21981231130,2003-04-22,Glória,Rio de Janeiro,RJ,Ladeira da Glória,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,3125609b-d03b-45f2-ad08-b3024137f311,2025-09-10,10,9,2025,3,September,Wednesday,253,Dia de Semana
c65bc819-ed1a-48cd-885e-34db67495232,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,03bfd7dd-c713-4a0b-8984-3cfc8f640602,1,1500,c65bc819-ed1a-48cd-885e-34db67495232,173,Felipe Melo,felipe.melo@example.com,21981231131,2002-07-16,Glória,Rio de Janeiro,RJ,Rua Taylor,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,03bfd7dd-c713-4a0b-8984-3cfc8f640602,2025-09-11,11,9,2025,3,September,Thursday ,254,Dia de Semana
a140766d-2864-454a-aa4a-56d1f4a0355a,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,03bfd7dd-c713-4a0b-8984-3cfc8f640602,1,1500,a140766d-2864-454a-aa4a-56d1f4a0355a,174,Natália Correia,natalia.c@example.com,21981231132,2005-12-08,Glória,Rio de Janeiro,RJ,Rua do Russel,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,03bfd7dd-c713-4a0b-8984-3cfc8f640602,2025-09-11,11,9,2025,3,September,Thursday ,254,Dia de Semana
d2f96131-69ed-4c5f-916c-a7f7a0f60a0e,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,cf014c5d-d82d-4845-8d04-74380dca7d3b,1,1500,d2f96131-69ed-4c5f-916c-a7f7a0f60a0e,175,Vinícius Moraes,vini.moraes@example.com,21981231133,2004-02-21,Catete,Rio de Janeiro,RJ,Rua do Catete,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,cf014c5d-d82d-4845-8d04-74380dca7d3b,2025-09-12,12,9,2025,3,September,Friday   ,255,Dia de Semana
f150aa97-912b-40e5-bc1a-9f88d58c5697,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,c806a2bb-41ef-45f2-8ebf-576ca4eb4eee,1,1500,f150aa97-912b-40e5-bc1a-9f88d58c5697,178,Isabela Freitas,isabela.f@example.com,21981231136,2005-04-02,Catete,Rio de Janeiro,RJ,Rua Andrade Pertence,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,c806a2bb-41ef-45f2-8ebf-576ca4eb4eee,2025-09-13,13,9,2025,3,September,Saturday ,256,Fim de Semana
d280cdad-01b6-4010-aa08-90275be80746,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,64e06e90-44f2-4bdd-8067-ce7b0b492a31,1,1500,d280cdad-01b6-4010-aa08-90275be80746,182,Débora Secco,debora.s@example.com,21981231140,2004-11-26,Laranjeiras,Rio de Janeiro,RJ,Rua Ipiranga,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,64e06e90-44f2-4bdd-8067-ce7b0b492a31,2025-09-15,15,9,2025,3,September,Monday   ,258,Dia de Semana
c49663e7-5252-4610-a8b5-95cff55fee96,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,e9296a1a-e066-474e-b308-82a346e7f60e,1,1500,c49663e7-5252-4610-a8b5-95cff55fee96,183,Elias Ricardo,elias.r@example.com,21981231141,2005-07-19,Laranjeiras,Rio de Janeiro,RJ,Rua Gago Coutinho,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,e9296a1a-e066-474e-b308-82a346e7f60e,2025-09-16,16,9,2025,3,September,Tuesday  ,259,Dia de Semana
c64b733a-863f-45b6-98f3-d37c952e791e,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,e9296a1a-e066-474e-b308-82a346e7f60e,1,1500,c64b733a-863f-45b6-98f3-d37c952e791e,184,Fabiana Carla,fabiana.c@example.com,21981231142,2003-03-03,Laranjeiras,Rio de Janeiro,RJ,Rua Leite Leal,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,e9296a1a-e066-474e-b308-82a346e7f60e,2025-09-16,16,9,2025,3,September,Tuesday  ,259,Dia de Semana
d472b005-3a48-4614-9d26-65be1ec32eef,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,7f608e55-e488-4863-aa32-a36dff34f923,1,1500,d472b005-3a48-4614-9d26-65be1ec32eef,189,Klebber Toledo,k.toledo@example.com,21981231147,2004-06-14,Ipanema,Rio de Janeiro,RJ,Rua Prudente de Morais,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,7f608e55-e488-4863-aa32-a36dff34f923,2025-09-19,19,9,2025,3,September,Friday   ,262,Dia de Semana
ca145559-0c1d-4e15-a62d-50ea230e0361,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,7f608e55-e488-4863-aa32-a36dff34f923,1,1500,ca145559-0c1d-4e15-a62d-50ea230e0361,190,Lázaro Ramos,lazaro.r@example.com,21981231148,2003-11-01,Ipanema,Rio de Janeiro,RJ,Rua Vinícius de Moraes,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,7f608e55-e488-4863-aa32-a36dff34f923,2025-09-19,19,9,2025,3,September,Friday   ,262,Dia de Semana
bfe2d849-72b8-42fa-a0a4-d7e351b527eb,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,7b167354-a3fa-4ef2-84ff-c0d38abbcbeb,1,1500,bfe2d849-72b8-42fa-a0a4-d7e351b527eb,191,Maitê Proença,maite.p@example.com,21981231149,2002-01-28,Ipanema,Rio de Janeiro,RJ,Rua Joana Angélica,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,7b167354-a3fa-4ef2-84ff-c0d38abbcbeb,2025-09-20,20,9,2025,3,September,Saturday ,263,Fim de Semana
ed4d05b2-97c0-40e0-88d4-e4a1acf5a363,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,e12cbada-1a2e-472b-9da8-a392e817d529,1,1500,ed4d05b2-97c0-40e0-88d4-e4a1acf5a363,194,Paloma Bernardi,paloma.b@example.com,21981231152,2004-04-21,Ipanema,Rio de Janeiro,RJ,Rua Alberto de Campos,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,e12cbada-1a2e-472b-9da8-a392e817d529,2025-09-21,21,9,2025,3,September,Sunday   ,264,Fim de Semana
861da22b-a916-4564-afeb-afeae2c5ad6e,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,760d4946-1d8b-44bc-a73a-28feb8300e0b,1,1500,861da22b-a916-4564-afeb-afeae2c5ad6e,198,Vera Fischer,vera.f@example.com,21981231156,2000-11-27,Lagoa,Rio de Janeiro,RJ,Rua Fonte da Saudade,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,760d4946-1d8b-44bc-a73a-28feb8300e0b,2025-09-23,23,9,2025,3,September,Tuesday  ,266,Dia de Semana
67e49d5a-d17e-4ede-a6c7-e8bd060bbe43,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,c9cabf45-59cf-4c2e-a7bb-3410ac9018b3,1,1500,67e49d5a-d17e-4ede-a6c7-e8bd060bbe43,201,Antônio Fagundes,antonio.f@example.com,21981231159,1999-04-18,Lagoa,Rio de Janeiro,RJ,Avenida Borges de Medeiros,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,c9cabf45-59cf-4c2e-a7bb-3410ac9018b3,2025-09-25,25,9,2025,3,September,Thursday ,268,Dia de Semana
b8aa0245-bc7e-43c2-b14a-e35e5bb4ac21,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,c9cabf45-59cf-4c2e-a7bb-3410ac9018b3,1,1500,b8aa0245-bc7e-43c2-b14a-e35e5bb4ac21,202,Bruna Marquezine,bruna.m@example.com,21981231160,2006-08-04,Lagoa,Rio de Janeiro,RJ,Rua J. J. Seabra,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,c9cabf45-59cf-4c2e-a7bb-3410ac9018b3,2025-09-25,25,9,2025,3,September,Thursday ,268,Dia de Semana
976f655c-46ec-4ce9-a541-8ca7fec08888,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,0170d489-fd5c-48b0-b530-eca8067110d1,1,1500,976f655c-46ec-4ce9-a541-8ca7fec08888,203,Caio Castro,caio.castro@example.com,21981231161,2003-01-22,Jardim Botânico,Rio de Janeiro,RJ,Avenida Lineu de Paula Machado,dd9a00ee-fedc-4878-8a7d-acdaa1e288ad,1,Pacote Inicial Categoria B,1500,0170d489-fd5c-48b0-b530-eca8067110d1,2025-09-26,26,9,2025,3,September,Friday   ,269,Dia de Semana
cceaec43-8ce1-4f1e-9f31-313fe7f73738,fc2111a2-784c-4349-bae8-816d613e6277,f34ed8ab-e54c-446c-a143-47e0d5c4eeee,1,1200,cceaec43-8ce1-4f1e-9f31-313fe7f73738,187,Ícaro Silva,icaro.silva@example.com,21981231145,2005-09-17,Laranjeiras,Rio de Janeiro,RJ,Rua Professor Estelita Lins,fc2111a2-784c-4349-bae8-816d613e6277,2,Pacote Adição Categoria A,1200,f34ed8ab-e54c-446c-a143-47e0d5c4eeee,2025-09-18,18,9,2025,3,September,Thursday ,261,Dia de Semana
3a6160e7-7916-41bc-9000-4587ffd141c7,fc2111a2-784c-4349-bae8-816d613e6277,c806a2bb-41ef-45f2-8ebf-576ca4eb4eee,1,1200,3a6160e7-7916-41bc-9000-4587ffd141c7,177,Lucas Gabriel,lucas.g@example.com,21981231135,2006-09-27,Catete,Rio de Janeiro,RJ,Rua Bento Lisboa,fc2111a2-784c-4349-bae8-816d613e6277,2,Pacote Adição Categoria A,1200,c806a2bb-41ef-45f2-8ebf-576ca4eb4eee,2025-09-13,13,9,2025,3,September,Saturday ,256,Fim de Semana
a391bf51-7d50-4af5-bb11-3c1c002b5109,fc2111a2-784c-4349-bae8-816d613e6277,9f8883b5-9d4f-4c30-963b-b360fe1f1b97,1,1200,a391bf51-7d50-4af5-bb11-3c1c002b5109,159,Letícia Pereira,leticia.p@example.com,21981231117,2004-05-18,Botafogo,Rio de Janeiro,RJ,Rua São Clemente,fc2111a2-784c-4349-bae8-816d613e6277,2,Pacote Adição Categoria A,1200,9f8883b5-9d4f-4c30-963b-b360fe1f1b97,2025-09-04,4,9,2025,3,September,Thursday ,247,Dia de Semana
7e04c5b4-2819-48d5-91e7-0076f803273e,fc2111a2-784c-4349-bae8-816d613e6277,6885ee44-aede-4478-ab23-5a89f64030d4,1,1200,7e04c5b4-2819-48d5-91e7-0076f803273e,154,Rafael Azevedo,rafael.azevedo@example.com,21981231112,2004-03-12,Urca,Rio de Janeiro,RJ,Avenida Pasteur,fc2111a2-784c-4349-bae8-816d613e6277,2,Pacote Adição Categoria A,1200,6885ee44-aede-4478-ab23-5a89f64030d4,2025-09-01,1,9,2025,3,September,Monday   ,244,Dia de Semana
fd691441-8cb8-44db-bbf7-c36a482057f2,fc2111a2-784c-4349-bae8-816d613e6277,f1849f6c-c06d-4446-bc77-8bbb867f7520,1,1200,fd691441-8cb8-44db-bbf7-c36a482057f2,147,Luciano Castro,l.castro@email.com,21997898899,2004-04-04,Quintino Bocaiuva,Rio de Janeiro,RJ,Rua Cupertino,fc2111a2-784c-4349-bae8-816d613e6277,2,Pacote Adição Categoria A,1200,f1849f6c-c06d-4446-bc77-8bbb867f7520,2025-08-26,26,8,2025,3,August   ,Tuesday  ,238,Dia de Semana
331c0a81-99a7-40d0-a2a4-637ed36bdb08,fc2111a2-784c-4349-bae8-816d613e6277,2ba8348e-63e4-4526-a163-f94d2a09420e,1,1200,331c0a81-99a7-40d0-a2a4-637ed36bdb08,165,Renan Ferreira,renan.f@example.com,21981231123,2002-04-09,Flamengo,Rio de Janeiro,RJ,Rua Almirante Tamandaré,fc2111a2-784c-4349-bae8-816d613e6277,2,Pacote Adição Categoria A,1200,2ba8348e-63e4-4526-a163-f94d2a09420e,2025-09-07,7,9,2025,3,September,Sunday   ,250,Fim de Semana
6cb69ee7-5cc0-4c28-b608-fb8ac9f6ab92,fc2111a2-784c-4349-bae8-816d613e6277,4e0f3c79-47c3-4eb9-acf3-e9798fa596f2,1,1200,6cb69ee7-5cc0-4c28-b608-fb8ac9f6ab92,102,Lucas Pereira,lucas.pereira@example.com,21999887766,2004-08-22,Copacabana,Rio de Janeiro,RJ,Avenida Atlântica,fc2111a2-784c-4349-bae8-816d613e6277,2,Pacote Adição Categoria A,1200,4e0f3c79-47c3-4eb9-acf3-e9798fa596f2,2025-08-21,21,8,2025,3,August   ,Thursday ,233,Dia de Semana
63ab51d1-a73e-4666-8c1a-9754315b8945,fc2111a2-784c-4349-bae8-816d613e6277,3125609b-d03b-45f2-ad08-b3024137f311,1,1200,63ab51d1-a73e-4666-8c1a-9754315b8945,171,Igor Nascimento,igor.n@example.com,21981231129,2004-01-03,Glória,Rio de Janeiro,RJ,Rua da Glória,fc2111a2-784c-4349-bae8-816d613e6277,2,Pacote Adição Categoria A,1200,3125609b-d03b-45f2-ad08-b3024137f311,2025-09-10,10,9,2025,3,September,Wednesday,253,Dia de Semana
0cff73a7-b31b-4b96-874c-81007143d0ba,fc2111a2-784c-4349-bae8-816d613e6277,e12cbada-1a2e-472b-9da8-a392e817d529,1,1200,0cff73a7-b31b-4b96-874c-81007143d0ba,193,Otávio Augusto,otavio.a@example.com,21981231151,2005-01-30,Ipanema,Rio de Janeiro,RJ,Rua Barão da Torre,fc2111a2-784c-4349-bae8-816d613e6277,2,Pacote Adição Categoria A,1200,e12cbada-1a2e-472b-9da8-a392e817d529,2025-09-21,21,9,2025,3,September,Sunday   ,264,Fim de Semana
ef6f8e79-1353-4b5a-bfc8-9d32b70badcb,fc2111a2-784c-4349-bae8-816d613e6277,187c183e-cced-4977-b8bc-77919330d881,1,1200,ef6f8e79-1353-4b5a-bfc8-9d32b70badcb,200,Zezé Motta,zeze.motta@example.com,21981231158,2004-06-27,Lagoa,Rio de Janeiro,RJ,Rua Tabatinguera,fc2111a2-784c-4349-bae8-816d613e6277,2,Pacote Adição Categoria A,1200,187c183e-cced-4977-b8bc-77919330d881,2025-09-24,24,9,2025,3,September,Wednesday,267,Dia de Semana
1d867304-405f-463d-95f6-c204fb0af8f5,055c7e58-ba7f-4ef4-bb69-c9926b336232,14f2b69f-6ae1-4702-8d66-f4b05cf07f2e,2,320,1d867304-405f-463d-95f6-c204fb0af8f5,163,Camila Martins,camila.martins@example.com,21981231121,2004-10-05,Laranjeiras,Rio de Janeiro,RJ,Rua das Laranjeiras,055c7e58-ba7f-4ef4-bb69-c9926b336232,3,Aula Prática Avulsa,160,14f2b69f-6ae1-4702-8d66-f4b05cf07f2e,2025-09-06,6,9,2025,3,September,Saturday ,249,Fim de Semana
8cbbe304-08b0-4075-aff2-2908bd6eaa34,055c7e58-ba7f-4ef4-bb69-c9926b336232,afdb0a42-43a5-4baa-a56e-d00a4a766eff,2,320,8cbbe304-08b0-4075-aff2-2908bd6eaa34,120,Ravi Moreira,ravi.moreira@example.com,21990001122,2004-02-20,Freguesia,Rio de Janeiro,RJ,Rua Araguaia,055c7e58-ba7f-4ef4-bb69-c9926b336232,3,Aula Prática Avulsa,160,afdb0a42-43a5-4baa-a56e-d00a4a766eff,2025-08-24,24,8,2025,3,August   ,Sunday   ,236,Fim de Semana
d3209a43-bbb4-4aca-897f-d1ce9e373303,bdeeee72-7bc5-446e-82a4-fc268a7933f8,d1c1531a-e02b-4151-ac3f-fef818154392,1,450,d3209a43-bbb4-4aca-897f-d1ce9e373303,186,Helena Ranaldi,helena.r@example.com,21981231144,2001-05-24,Laranjeiras,Rio de Janeiro,RJ,Rua Pereira da Silva,bdeeee72-7bc5-446e-82a4-fc268a7933f8,5,Reciclagem CNH,450,d1c1531a-e02b-4151-ac3f-fef818154392,2025-09-17,17,9,2025,3,September,Wednesday,260,Dia de Semana
96efe91b-fac9-4603-82e5-4844bef4c9c8,bdeeee72-7bc5-446e-82a4-fc268a7933f8,3a3481f5-0c65-4c28-b830-0808d92413b5,1,450,96efe91b-fac9-4603-82e5-4844bef4c9c8,105,Júlia Alves,julia.alves@example.com,21988991122,2005-07-19,Barra da Tijuca,Rio de Janeiro,RJ,Avenida das Américas,bdeeee72-7bc5-446e-82a4-fc268a7933f8,5,Reciclagem CNH,450,3a3481f5-0c65-4c28-b830-0808d92413b5,2025-08-22,22,8,2025,3,August   ,Friday   ,234,Dia de Semana
e0173ba4-f55b-4b24-a103-86063d6a124f,bdeeee72-7bc5-446e-82a4-fc268a7933f8,cf014c5d-d82d-4845-8d04-74380dca7d3b,1,450,e0173ba4-f55b-4b24-a103-86063d6a124f,176,Clara Nunes,clara.nunes@example.com,21981231134,2003-06-13,Catete,Rio de Janeiro,RJ,Rua Pedro Américo,bdeeee72-7bc5-446e-82a4-fc268a7933f8,5,Reciclagem CNH,450,cf014c5d-d82d-4845-8d04-74380dca7d3b,2025-09-12,12,9,2025,3,September,Friday   ,255,Dia de Semana
bc72f759-d5d2-4cc3-aff6-699328e5597e,bdeeee72-7bc5-446e-82a4-fc268a7933f8,b7e1c8bf-c531-40d1-b601-611a6c076030,1,450,bc72f759-d5d2-4cc3-aff6-699328e5597e,152,Julio César Chaves,juliaobd@fgv.br,21982343399,2005-08-31,Flamengo,Rio de Janeiro,RJ,Rua Cruz Lima,bdeeee72-7bc5-446e-82a4-fc268a7933f8,5,Reciclagem CNH,450,b7e1c8bf-c531-40d1-b601-611a6c076030,2025-08-28,28,8,2025,3,August   ,Thursday ,240,Dia de Semana
19e3c0ae-d765-404e-a08f-657070d715df,bdeeee72-7bc5-446e-82a4-fc268a7933f8,7b167354-a3fa-4ef2-84ff-c0d38abbcbeb,1,450,19e3c0ae-d765-404e-a08f-657070d715df,192,Ney Latorraca,ney.l@example.com,21981231150,2000-07-27,Ipanema,Rio de Janeiro,RJ,Avenida Vieira Souto,bdeeee72-7bc5-446e-82a4-fc268a7933f8,5,Reciclagem CNH,450,7b167354-a3fa-4ef2-84ff-c0d38abbcbeb,2025-09-20,20,9,2025,3,September,Saturday ,263,Fim de Semana
83a739ee-afbb-48be-85c7-cb6d307c8d3e,bdeeee72-7bc5-446e-82a4-fc268a7933f8,6e4555d9-2590-44bb-9444-a7c86a848cc8,1,450,83a739ee-afbb-48be-85c7-cb6d307c8d3e,157,Giovanna Santos,gi.santos@example.com,21981231115,2002-11-30,Botafogo,Rio de Janeiro,RJ,Rua Farani,bdeeee72-7bc5-446e-82a4-fc268a7933f8,5,Reciclagem CNH,450,6e4555d9-2590-44bb-9444-a7c86a848cc8,2025-09-03,3,9,2025,3,September,Wednesday,246,Dia de Semana
